new_sku,item_name,category,unit,cost,retail,qty,store_type,selected_old_sku,merged_old_skus,source_count,review_flag,conflicts
FGH-SPIRITS-027,V&A 750ML,SPIRITS,bottle,803.0,1200.0,1000.0,bar_store,FGB-WHK-0042,FGB-WHK-0042 | FG-304,2,MEDIUM,"RETAIL, CATEGORY"
FGH-SPIRITS-028,VICEROY 10 YRS,SPIRITS,pcs,3235.0,3235.0,1000.0,bar_store,FG-403,FG-403,1,OK,
FGH-SPIRITS-029,VICEROY 250ML,SPIRITS,pcs,447.0,447.0,984.0,bar_store,FG-229,FG-229,1,OK,
FGH-SPIRITS-030,VICEROY 350ML,SPIRITS,bottle,653.0,653.0,966.0,bar_store,FGB-SPR-0014,FGB-SPR-0014,1,OK,
FGH-SPIRITS-031,VICEROY 375ML,SPIRITS,pcs,653.0,653.0,89.0,bar_store,FG-230,FG-230,1,OK,
FGH-SPIRITS-032,VICEROY 750ML,SPIRITS,pcs,1260.0,1260.0,952.0,bar_store,FG-231,FG-231,1,OK,
FGH-TOTS-001,CAMINO TOT,TOTS,pcs,0,0,0,bar_store,FG-453,FG-453,1,OK,
FGH-TOTS-002,JAGER TOT,TOTS,tot,0,200.0,0,bar_store,FGB-STK-WIN-0012,FGB-STK-WIN-0012 | FG-452,2,MEDIUM,CATEGORY
FGH-TOTS-003,JAGERMEISTER TOT,TOTS,pcs,0,200.0,0,bar_store,MOG-BAR-0236,MOG-BAR-0236,1,OK,
FGH-VODKA-001,SCOTISH LEADER 750ML,VODKA,pcs,1735.0,2500.0,1000.0,bar_store,FG-235,FG-235,1,OK,
FGH-VODKA-002,VODKA 1L,VODKA,pcs,0,2300.0,0,bar_store,MOG-BAR-0312,MOG-BAR-0312,1,OK,
FGH-VODKA-003,VODKA 250ML,VODKA,pcs,416.0,416.0,6.0,bar_store,FG-232,FGB-STK-VOD-0001 | FG-232,2,MEDIUM,"RETAIL, CATEGORY"
FGH-VODKA-004,VODKA 350ML,VODKA,pcs,576.0,576.0,0,bar_store,FG-233,FGB-STK-VOD-0002 | FG-233,2,MEDIUM,"RETAIL, CATEGORY"
FGH-VODKA-005,VODKA 750ML,VODKA,pcs,1240.0,1240.0,0,bar_store,FG-234,FG-234,1,OK,
FGH-WHISKY-001,ALL SEASONS 750ML,WHISKY,pcs,1080.0,1080.0,0,bar_store,FG-243,MOG-BAR-0263 | FGB-STK-WHK-0032 | FG-243,3,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-002,BEST WHISKY 250ML,WHISKY,pcs,318.0,318.0,0,bar_store,FG-246,FGB-STK-WHK-0018 | FG-246,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-003,BEST WHISKY 750ML,WHISKY,pcs,1005.0,1005.0,0,bar_store,FG-245,FGB-STK-WHK-0019 | FG-245,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-004,BLACK AND WHITE 1L,WHISKY,pcs,1548.0,1548.0,1000.0,bar_store,FG-410,FG-410,1,OK,
FGH-WHISKY-005,BLACK AND WHITE 350ML,WHISKY,pcs,576.0,576.0,0,bar_store,FG-247,FGB-STK-WHK-0038 | FG-247,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-006,BLACK AND WHITE 750ML,WHISKY,pcs,1120.0,1120.0,0,bar_store,FG-248,FGB-STK-WHK-0039 | FG-248,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-007,BOND 7 250ML,WHISKY,pcs,416.0,416.0,14.0,bar_store,FG-249,FGB-STK-WHK-0015 | FG-249,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-008,BOND 7 350ML,WHISKY,pcs,576.0,576.0,0,bar_store,FG-250,FGB-STK-WHK-0016 | FG-250,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-009,BOND 7 750ML,WHISKY,pcs,1240.0,1240.0,0,bar_store,FG-251,FGB-STK-WHK-0017 | FG-251,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-WHISKY-010,BULLEIT BOURBON,WHISKY,bottle,3167.0,5000.0,1000.0,bar_store,FGB-OTH-0004,FGB-OTH-0004 | FG-426,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-WHISKY-011,CHIVAS REGAL 1L,WHISKY,pcs,4000.0,4000.0,1000.0,bar_store,FG-253,FG-253,1,OK,
FGH-WHISKY-012,CHIVAS REGAL 750ML,WHISKY,pcs,3700.0,3700.0,1000.0,bar_store,FG-252,FG-252,1,OK,
FGH-WHISKY-013,DOUBLE BLACK 1L,WHISKY,bottle,5875.0,7500.0,1000.0,bar_store,FGB-COG-0002,FGB-STK-WHK-0031 | FGB-COG-0002 | FG-256,3,MEDIUM,"RETAIL, CATEGORY"
FGH-WHISKY-014,DOUBLE BLACK 750ML,WHISKY,pcs,4160.0,4160.0,1.0,bar_store,FG-257,FGB-STK-WHK-0030 | FG-257,2,MEDIUM,"RETAIL, CATEGORY"
FGH-WHISKY-015,FAMOUS GROUSE 750ML,WHISKY,bottle,1750.0,2500.0,1000.0,bar_store,FGB-WHK-0037,FGB-WHK-0037 | FG-259,2,HIGH,"COST, RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-016,GLENFIDDICH 18YRS 700ML,WHISKY,pcs,13100.0,13100.0,0,bar_store,FG-260,MOG-BAR-0200 | FG-260,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-017,GLENFIDDICH SINGLE MALT 12 YRS,WHISKY,pcs,5925.0,5925.0,1.0,bar_store,FG-261,FGB-STK-WHK-0021 | MOG-BAR-0198 | FG-261,3,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-018,GLENFIDDICH SINGLE MALT 15 YRS,WHISKY,pcs,8550.0,8550.0,1.0,bar_store,FG-262,FGB-STK-WHK-0022 | MOG-BAR-0199 | FG-262,3,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-019,GRANTS 1L,WHISKY,pcs,1950.0,1950.0,0,bar_store,FG-263,FG-263,1,OK,
FGH-WHISKY-020,GRANTS 350ML,WHISKY,pcs,750.0,750.0,5.0,bar_store,FG-264,FGB-STK-WHK-0035 | FG-264,2,HIGH,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-021,GRANTS 750ML,WHISKY,pcs,1650.0,1650.0,0,bar_store,FG-265,FGB-STK-WHK-0036 | FG-265,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-022,J D HONEY 1L,WHISKY,pcs,3500.0,3500.0,1000.0,bar_store,FG-272,FG-272,1,OK,
FGH-WHISKY-023,J D HONEY 750ML,WHISKY,pcs,2500.0,2500.0,1000.0,bar_store,FG-271,FG-271,1,OK,
FGH-WHISKY-024,J W GOLD RESERVE,WHISKY,pcs,7000.0,7000.0,0,bar_store,FG-279,FG-279,1,OK,
FGH-WHISKY-025,J&B 750ML,WHISKY,bottle,0,2400.0,0,bar_store,FGB-STK-WHK-0043,FGB-STK-WHK-0043,1,OK,
FGH-WHISKY-026,J.W BLACK 1/2,WHISKY,bottle,0,2200.0,0,bar_store,FGB-STK-WHK-0010,FGB-STK-WHK-0010,1,OK,
FGH-WHISKY-027,JACK DANIELS 1L,WHISKY,bottle,3300.0,5000.0,1000.0,bar_store,FGB-WHK-0030,FGB-WHK-0030 | FG-282,2,MEDIUM,"RETAIL, CATEGORY"
FGH-WHISKY-028,JACK DANIELS 350ML,WHISKY,pcs,1650.0,1650.0,0,bar_store,FG-280,FGB-STK-WHK-0027 | FG-280,2,MEDIUM,"RETAIL, CATEGORY"
FGH-WHISKY-029,JACK DANIELS 700ML,WHISKY,pcs,2800.0,2800.0,3.0,bar_store,FG-281,FG-281,1,OK,
FGH-WHISKY-030,JACK DANIELS 750ML,WHISKY,bottle,0,4500.0,0,bar_store,FGB-STK-WHK-0028,FGB-STK-WHK-0028 | MOG-BAR-0206,2,LOW,
FGH-WHISKY-031,JACK DANIELS HONEY 750ML,WHISKY,pcs,3500.0,3500.0,0,bar_store,FG-241,FG-241,1,OK,
FGH-WHISKY-032,JAMESON 1L,WHISKY,bottle,3168.0,4000.0,998.0,bar_store,FGB-WHK-0033,FGB-WHK-0033 | FG-285,2,MEDIUM,"RETAIL, CATEGORY"
FGH-WHISKY-033,JAMESON 350ML,WHISKY,pcs,1186.0,1186.0,3.0,bar_store,FG-283,FGB-STK-WHK-0001 | FG-283,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-034,JAMESON 750ML,WHISKY,pcs,2376.0,2376.0,0,bar_store,FG-284,FGB-STK-WHK-0002 | FG-284,2,MEDIUM,"RETAIL, CATEGORY"
FGH-WHISKY-035,JAMESON BLACK BARREL,WHISKY,pcs,0,0,0,bar_store,FGH-OTH-JAMESO-0001,FGH-OTH-JAMESO-0001,1,OK,
FGH-WHISKY-036,JOHNNIE WALKER BLACK 1L,WHISKY,bottle,3911.0,5000.0,997.0,bar_store,FGB-WHK-0017,MOG-BAR-0193 | FGB-STK-WHK-0012 | FGB-WHK-0017 | FG-376,4,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-037,JOHNNIE WALKER BLACK 250ML,WHISKY,pcs,1040.0,1040.0,0,bar_store,FG-377,MOG-BAR-0190 | FGB-STK-WHK-0009 | FG-377,3,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-038,JOHNNIE WALKER BLACK 350ML,WHISKY,bottle,1720.0,2100.0,1000.0,bar_store,FGB-WHK-0015,MOG-BAR-0191 | FGB-WHK-0015,2,MEDIUM,"RETAIL, NAME ALIAS"
FGH-WHISKY-039,JOHNNIE WALKER BLACK 375ML,WHISKY,pcs,1720.0,1720.0,38.0,bar_store,FG-273,FG-273,1,OK,
FGH-WHISKY-040,JOHNNIE WALKER BLACK 750ML,WHISKY,bottle,3236.0,3236.0,1000.0,bar_store,FGB-WHK-0016,MOG-BAR-0192 | FGB-STK-WHK-0011 | FGB-WHK-0016 | FG-274,4,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-041,JOHNNIE WALKER BLONDE 750ML,WHISKY,bottle,1991.0,3000.0,1000.0,bar_store,FGB-WHK-0018,MOG-BAR-0417 | FGB-STK-WHK-0013 | FGB-WHK-0018 | FG-411,4,HIGH,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-042,JOHNNIE WALKER GREEN LABEL 1L,WHISKY,pcs,5500.0,5500.0,1000.0,bar_store,FG-275,FGB-STK-WHK-0014 | FG-275,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-043,JOHNNIE WALKER RED 1L,WHISKY,bottle,2147.0,3000.0,990.0,bar_store,FGB-WHK-0014,MOG-BAR-0189 | FGB-STK-WHK-0008 | FGB-WHK-0014 | FG-276,4,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-044,JOHNNIE WALKER RED 250ML,WHISKY,bottle,560.0,1000.0,1000.0,bar_store,FGB-WHK-0011,MOG-BAR-0186 | FGB-STK-WHK-0005 | FGB-WHK-0011 | FG-378,4,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-045,JOHNNIE WALKER RED 350ML,WHISKY,bottle,853.0,1300.0,999.0,bar_store,FGB-WHK-0012,MOG-BAR-0187 | FGB-WHK-0012,2,MEDIUM,"RETAIL, NAME ALIAS"
FGH-WHISKY-046,JOHNNIE WALKER RED 375ML,WHISKY,pcs,853.0,853.0,19.0,bar_store,FG-277,FGB-STK-WHK-0006 | FG-277,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-047,JOHNNIE WALKER RED 750ML,WHISKY,bottle,1799.0,2500.0,995.0,bar_store,FGB-WHK-0013,MOG-BAR-0188 | FGB-STK-WHK-0007 | FGB-WHK-0013 | FG-278,4,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-048,KC 250ML,WHISKY,pcs,256.0,256.0,0,bar_store,FG-236,FGB-STK-SPR-0001 | FG-236,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-049,KC 350ML,WHISKY,pcs,352.0,352.0,18.0,bar_store,FG-237,FGB-STK-SPR-0002 | FG-237,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-050,KC 750ML,WHISKY,pcs,672.0,672.0,0,bar_store,FG-238,FGB-STK-SPR-0003 | FG-238,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WHISKY-051,KC GINGER 250ML,WHISKY,bottle,0,0,0,bar_store,FG-434,FG-434,1,OK,
FGH-WHISKY-052,KC GINGER 750ML,WHISKY,bottle,0,0,0,bar_store,FG-436,FG-436,1,OK,
FGH-WHISKY-053,KC PINEAPPLE 250ML,WHISKY,bottle,0,0,28.0,bar_store,FG-428,FG-428,1,OK,
FGH-WHISKY-054,KC PINEAPPLE 350ML,WHISKY,bottle,0,0,0,bar_store,FG-429,FG-429,1,OK,
FGH-WHISKY-055,KC PINEAPPLE 750ML,WHISKY,bottle,0,0,1000.0,foodstuffs,FGH-BEV-KCPINE-0001,FGH-BEV-KCPINE-0001 | FG-430,2,MEDIUM,CATEGORY
FGH-WHISKY-056,KC SMOOTH 250ML,WHISKY,bottle,0,0,0,bar_store,FG-431,FG-431,1,OK,
FGH-WHISKY-057,KC SMOOTH 350ML,WHISKY,bottle,0,0,0,bar_store,FG-432,FG-432,1,OK,
FGH-WHISKY-058,KC SMOOTH 750ML,WHISKY,bottle,0,0,0,bar_store,FG-433,FG-433,1,OK,
FGH-WHISKY-059,ROBERTSON WHISKY,WHISKY,bottle,0,1800.0,0,bar_store,FGB-STK-BRC-0008,FGB-STK-BRC-0008 | FG-454,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-WHISKY-060,SINGLETON 12 YRS,WHISKY,bottle,5375.0,6000.0,1000.0,bar_store,FGB-COG-0005,FGB-COG-0005 | FG-290,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-WHISKY-061,SINGLETON 15 YRS,WHISKY,pcs,6500.0,6500.0,4.0,bar_store,FG-291,FG-291,1,OK,
FGH-WHISKY-062,SINGLETON 18 YRS,WHISKY,pcs,8750.0,8750.0,0,bar_store,FG-292,FG-292,1,OK,
FGH-WHISKY-063,TANG 10,WHISKY,bottle,3167.0,6000.0,1000.0,bar_store,FGB-WHK-0025,FGB-WHK-0025,1,OK,
FGH-WHISKY-064,VAT 69 350ML,WHISKY,pcs,760.0,760.0,1048.0,bar_store,FG-295,FG-295,1,OK,
FGH-WHISKY-065,VAT 69 750ML,WHISKY,pcs,1400.0,1400.0,1000.0,bar_store,FG-296,FG-296,1,OK,
FGH-WHISKY-066,WILLIAM LAWSONS 1L,WHISKY,bottle,2229.0,3000.0,1000.0,bar_store,FGB-WHK-0040,FGB-WHK-0040 | FG-299,2,MEDIUM,"RETAIL, CATEGORY"
FGH-WHISKY-067,WILLIAM LAWSONS 350ML,WHISKY,pcs,869.0,869.0,5.0,bar_store,FG-297,FG-297,1,OK,
FGH-WHISKY-068,WILLIAM LAWSONS 750ML,WHISKY,pcs,1750.0,1750.0,1.0,bar_store,FG-298,FGB-STK-WHK-0033 | FG-298,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WINES-001,4TH STREET SWEET RED,WINES,pcs,905.0,905.0,4.0,bar_store,FG-305,MOG-BAR-0219 | FG-305,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WINES-002,4TH STREET WHITE,WINES,pcs,0,1200.0,0,bar_store,MOG-BAR-0220,MOG-BAR-0220,1,OK,
FGH-WINES-003,ASCONI,WINES,pcs,1630.0,1630.0,6.0,bar_store,FG-307,FGB-STK-WIN-0008 | FG-307,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WINES-004,CAPRICE SWEET RED,WINES,pcs,922.0,922.0,1.0,bar_store,FG-308,MOG-BAR-0225 | FG-308,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-WINES-005,CAPRICE SWEET WHITE,WINES,pcs,922.0,922.0,0,bar_store,FG-323,MOG-BAR-0226 | FG-323,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-WINES-006,CASABUENA 1L,WINES,bottle,0,1300.0,0,bar_store,FGB-STK-WIN-0009,FGB-STK-WIN-0009,1,OK,
FGH-WINES-007,CASABUENA SANGARIA,WINES,bottle,712.0,1100.0,997.0,bar_store,FGB-WIN-0004,FGB-WIN-0004,1,OK,
FGH-WINES-008,CASABUENA SANGRIA RED,WINES,pcs,755.0,755.0,995.0,bar_store,FG-309,MOG-BAR-0227 | FG-309,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WINES-009,CASABUENA SANGRIA WHITE,WINES,pcs,755.0,755.0,999.0,bar_store,FG-326,MOG-BAR-0228 | FG-326,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WINES-010,CELLAR CASK,WINES,bottle,0,1200.0,0,bar_store,FGB-STK-WIN-0002,FGB-STK-WIN-0002,1,OK,
FGH-WINES-011,CELLAR CASK RED,WINES,bottle,925.0,925.0,9.0,bar_store,FG-439,FG-439,1,OK,
FGH-WINES-012,CELLAR CASK WHITE,WINES,bottle,0,0,0,bar_store,FG-440,FG-440,1,OK,
FGH-WINES-013,CHAMDOR,WINES,pcs,850.0,850.0,1000.0,bar_store,FG-310,FGB-STK-WIN-0004 | FG-310,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-WINES-014,DROSTDY HOF CLARET,WINES,pcs,921.0,921.0,5.0,bar_store,FG-311,FG-311,1,OK,
FGH-WINES-015,DROSTDY HOF PREMIUM,WINES,pcs,1750.0,1750.0,2.0,bar_store,FG-322,FG-322,1,OK,
FGH-WINES-016,DROSTDY HOF RED,WINES,bottle,0,1200.0,0,bar_store,FG-438,MOG-BAR-0223 | FG-438,2,MEDIUM,CATEGORY
FGH-WINES-017,DROSTDY HOF WHITE,WINES,bottle,0,1200.0,0,bar_store,FG-437,MOG-BAR-0224 | FG-437,2,MEDIUM,CATEGORY
FGH-WINES-018,DROSTDY-HOF,WINES,bottle,0,1200.0,0,bar_store,FGB-STK-WIN-0003,FGB-STK-WIN-0003,1,OK,
FGH-WINES-019,FOUR COUSINS,WINES,bottle,0,1400.0,0,bar_store,FGB-STK-WIN-0006,FGB-STK-WIN-0006,1,OK,
FGH-WINES-020,FOUR COUSINS RED,WINES,pcs,800.0,800.0,1.0,bar_store,FG-312,FG-312,1,OK,
FGH-WINES-021,FOUR COUSINS WHITE,WINES,pcs,800.0,800.0,5.0,bar_store,FG-321,FG-321,1,OK,
FGH-WINES-022,FRONTERA,WINES,pcs,1000.0,1000.0,1000.0,bar_store,FG-313,FG-313,1,OK,
FGH-WINES-023,NEDERBURG RED,WINES,pcs,1986.0,1986.0,3.0,bar_store,FG-316,FG-316,1,OK,
FGH-WINES-024,NEDERBURG WHITE,WINES,pcs,1609.0,1609.0,0,bar_store,FG-409,FG-409,1,OK,
FGH-WINES-025,NUDEBURG,WINES,pcs,0,2800.0,0,bar_store,MOG-BAR-0166,MOG-BAR-0166,1,OK,
FGH-WINES-026,PENASOL,WINES,pcs,850.0,850.0,1000.0,bar_store,FG-317,FG-317,1,OK,
FGH-WINES-027,ROBERTSON RED,WINES,bottle,0,0,0,bar_store,FG-441,FG-441,1,OK,
FGH-WINES-028,ROBERTSON SWEET RED,WINES,pcs,1000.0,1000.0,0,bar_store,FG-318,FG-318,1,OK,
FGH-WINES-029,ROBERTSON WHITE,WINES,bottle,0,0,0,bar_store,FG-442,FG-442,1,OK,
